created_at,field1,field2,field3,field4,field5,field6,field7,field8
2025-03-18 09:02:33+00:00,6.0,4.0,2.4,5.0,543.0,543.0,543.0,543.0
2025-03-18 09:02:50+00:00,7.0,4.0,2.8,5.0,553.0,553.0,553.0,553.0
2025-03-18 09:03:06+00:00,6.0,6.0,3.6,4.0,563.0,563.0,563.0,563.0
2025-03-18 09:03:23+00:00,6.0,4.0,2.4,4.0,573.0,573.0,573.0,573.0
2025-03-18 09:03:39+00:00,10.0,6.0,6.0,5.0,583.0,583.0,583.0,583.0
2025-03-18 09:03:56+00:00,7.0,4.0,2.8,6.0,593.0,593.0,593.0,593.0
2025-03-18 09:04:12+00:00,9.0,9.0,8.1,3.0,603.0,603.0,603.0,603.0
2025-03-18 09:04:29+00:00,4.0,4.0,1.6,9.0,613.0,613.0,613.0,613.0
2025-03-18 09:04:45+00:00,8.0,6.0,4.8,4.0,623.0,623.0,623.0,623.0
2025-03-18 09:05:02+00:00,8.0,4.0,3.2,7.0,633.0,633.0,633.0,633.0
2025-03-18 09:05:18+00:00,6.0,8.0,4.8,9.0,643.0,643.0,643.0,643.0
2025-03-18 09:05:35+00:00,5.0,3.0,1.5,7.0,653.0,653.0,653.0,653.0
2025-03-18 09:05:51+00:00,8.0,4.0,3.2,7.0,663.0,663.0,663.0,663.0
2025-03-18 09:06:08+00:00,5.0,5.0,2.5,9.0,673.0,673.0,673.0,673.0
2025-03-18 09:06:24+00:00,8.0,8.0,6.4,4.0,683.0,683.0,683.0,683.0
2025-03-18 09:06:41+00:00,6.0,8.0,4.8,4.0,693.0,693.0,693.0,693.0
2025-03-18 09:06:57+00:00,3.0,7.0,2.1,3.0,703.0,703.0,703.0,703.0
2025-03-18 09:07:14+00:00,8.0,6.0,4.8,4.0,713.0,713.0,713.0,713.0
2025-03-18 09:07:30+00:00,7.0,5.0,3.5,6.0,723.0,723.0,723.0,723.0
2025-03-18 09:07:47+00:00,8.0,5.0,4.0,6.0,733.0,733.0,733.0,733.0
2025-03-18 09:08:03+00:00,8.0,7.0,5.6,4.0,743.0,743.0,743.0,743.0
2025-03-18 09:08:20+00:00,8.0,6.0,4.8,6.0,753.0,753.0,753.0,753.0
2025-03-18 09:08:36+00:00,3.0,5.0,1.5,4.0,763.0,763.0,763.0,763.0
2025-03-18 09:08:53+00:00,6.0,7.0,4.2,6.0,773.0,773.0,773.0,773.0
2025-03-18 09:09:10+00:00,8.0,6.0,4.8,3.0,783.0,783.0,783.0,783.0
2025-03-18 09:09:26+00:00,3.0,7.0,2.1,7.0,793.0,793.0,793.0,793.0
2025-03-18 09:09:42+00:00,7.0,4.0,2.8,3.0,803.0,803.0,803.0,803.0
2025-03-18 09:09:59+00:00,6.0,4.0,2.4,5.0,813.0,813.0,813.0,813.0
2025-03-18 09:10:14+00:00,6.0,5.0,3.0,7.0,822.0,822.0,822.0,822.0
2025-03-18 09:10:31+00:00,3.0,7.0,2.1,5.0,832.0,832.0,832.0,832.0
2025-03-18 09:10:47+00:00,5.0,6.0,3.0,8.0,842.0,842.0,842.0,842.0
2025-03-18 09:11:04+00:00,4.0,4.0,1.6,6.0,852.0,852.0,852.0,852.0
2025-03-18 09:11:20+00:00,10.0,5.0,5.0,6.0,862.0,862.0,862.0,862.0
2025-03-18 09:11:37+00:00,3.0,8.0,2.4,7.0,872.0,872.0,872.0,872.0
2025-03-18 09:11:53+00:00,8.0,4.0,3.2,6.0,882.0,882.0,882.0,882.0
2025-03-18 09:12:10+00:00,7.0,4.0,2.8,3.0,892.0,892.0,892.0,892.0
2025-03-18 09:12:26+00:00,4.0,5.0,2.0,7.0,902.0,902.0,902.0,902.0
2025-03-18 09:12:43+00:00,6.0,7.0,4.2,4.0,912.0,912.0,912.0,912.0
2025-03-18 09:12:59+00:00,5.0,4.0,2.0,5.0,922.0,922.0,922.0,922.0
2025-03-18 09:13:16+00:00,6.0,3.0,1.8,8.0,932.0,932.0,932.0,932.0
2025-03-18 09:13:33+00:00,9.0,3.0,2.7,4.0,942.0,942.0,942.0,942.0
2025-03-18 09:13:49+00:00,3.0,5.0,1.5,6.0,952.0,952.0,952.0,952.0
2025-03-18 09:14:06+00:00,6.0,6.0,3.6,5.0,962.0,962.0,962.0,962.0
2025-03-18 09:14:22+00:00,6.0,6.0,3.6,6.0,972.0,972.0,972.0,972.0
2025-03-18 09:14:39+00:00,6.0,4.0,2.4,7.0,982.0,982.0,982.0,982.0
2025-03-18 09:14:55+00:00,3.0,6.0,1.8,7.0,992.0,992.0,992.0,992.0
2025-03-18 09:15:12+00:00,6.0,6.0,3.6,6.0,1002.0,1002.0,1002.0,1002.0
2025-03-18 09:15:28+00:00,10.0,5.0,5.0,5.0,1012.0,1012.0,1012.0,1012.0
2025-03-18 09:15:45+00:00,9.0,5.0,4.5,5.0,1022.0,1022.0,1022.0,1022.0
2025-03-18 09:16:01+00:00,6.0,9.0,5.4,4.0,1032.0,1032.0,1032.0,1032.0
2025-03-18 09:16:18+00:00,6.0,4.0,2.4,6.0,1042.0,1042.0,1042.0,1042.0
2025-03-18 09:16:34+00:00,5.0,7.0,3.5,3.0,1052.0,1052.0,1052.0,1052.0
2025-03-18 09:16:51+00:00,3.0,6.0,1.8,5.0,1062.0,1062.0,1062.0,1062.0
2025-03-18 09:17:07+00:00,6.0,7.0,4.2,5.0,1072.0,1072.0,1072.0,1072.0
2025-03-18 09:17:24+00:00,8.0,7.0,5.6,5.0,1082.0,1082.0,1082.0,1082.0
2025-03-18 09:17:41+00:00,3.0,9.0,2.7,6.0,1092.0,1092.0,1092.0,1092.0
2025-03-18 09:17:57+00:00,6.0,4.0,2.4,8.0,1102.0,1102.0,1102.0,1102.0
2025-03-18 09:18:14+00:00,7.0,4.0,2.8,4.0,1112.0,1112.0,1112.0,1112.0
2025-03-18 09:18:30+00:00,4.0,7.0,2.8,6.0,1122.0,1122.0,1122.0,1122.0
2025-03-18 09:18:45+00:00,7.0,8.0,5.6,4.0,1131.0,1131.0,1131.0,1131.0
2025-03-18 09:19:00+00:00,6.0,7.0,4.2,4.0,1140.0,1140.0,1140.0,1140.0
2025-03-18 09:19:17+00:00,6.0,5.0,3.0,6.0,1150.0,1150.0,1150.0,1150.0
2025-03-18 09:19:33+00:00,8.0,8.0,6.4,2.0,1160.0,1160.0,1160.0,1160.0
2025-03-18 09:19:50+00:00,6.0,7.0,4.2,4.0,1170.0,1170.0,1170.0,1170.0
2025-03-18 09:20:06+00:00,5.0,6.0,3.0,7.0,1180.0,1180.0,1180.0,1180.0
2025-03-18 09:20:23+00:00,5.0,3.0,1.5,6.0,1190.0,1190.0,1190.0,1190.0
2025-03-18 09:20:39+00:00,5.0,4.0,2.0,4.0,1200.0,1200.0,1200.0,1200.0
2025-03-18 09:20:56+00:00,5.0,4.0,2.0,3.0,1210.0,1210.0,1210.0,1210.0
2025-03-18 09:21:11+00:00,4.0,5.0,2.0,6.0,1219.0,1219.0,1219.0,1219.0
2025-03-18 09:21:27+00:00,5.0,3.0,1.5,5.0,1229.0,1229.0,1229.0,1229.0
2025-03-18 09:21:44+00:00,5.0,5.0,2.5,5.0,1239.0,1239.0,1239.0,1239.0
2025-03-18 09:22:01+00:00,3.0,4.0,1.2,5.0,1249.0,1249.0,1249.0,1249.0
2025-03-18 09:22:17+00:00,4.0,7.0,2.8,4.0,1259.0,1259.0,1259.0,1259.0
2025-03-18 09:22:34+00:00,4.0,7.0,2.8,4.0,1269.0,1269.0,1269.0,1269.0
2025-03-18 09:22:50+00:00,3.0,5.0,1.5,5.0,1279.0,1279.0,1279.0,1279.0
2025-03-18 09:23:07+00:00,7.0,6.0,4.2,3.0,1289.0,1289.0,1289.0,1289.0
2025-03-18 09:23:23+00:00,4.0,8.0,3.2,7.0,1299.0,1299.0,1299.0,1299.0
2025-03-18 09:23:40+00:00,5.0,5.0,2.5,4.0,1309.0,1309.0,1309.0,1309.0
2025-03-18 09:23:56+00:00,8.0,4.0,3.2,3.0,1319.0,1319.0,1319.0,1319.0
2025-03-18 09:24:13+00:00,6.0,6.0,3.6,9.0,1329.0,1329.0,1329.0,1329.0
2025-03-18 09:24:30+00:00,6.0,8.0,4.8,4.0,1339.0,1339.0,1339.0,1339.0
2025-03-18 09:24:46+00:00,7.0,6.0,4.2,4.0,1349.0,1349.0,1349.0,1349.0
2025-03-18 09:25:03+00:00,5.0,8.0,4.0,3.0,1359.0,1359.0,1359.0,1359.0
2025-03-18 09:25:19+00:00,6.0,3.0,1.8,5.0,1369.0,1369.0,1369.0,1369.0
2025-03-18 09:25:36+00:00,6.0,7.0,4.2,6.0,1379.0,1379.0,1379.0,1379.0
2025-03-18 09:25:52+00:00,7.0,5.0,3.5,4.0,1389.0,1389.0,1389.0,1389.0
2025-03-18 09:26:09+00:00,5.0,4.0,2.0,3.0,1399.0,1399.0,1399.0,1399.0
2025-03-18 09:26:26+00:00,7.0,6.0,4.2,6.0,1409.0,1409.0,1409.0,1409.0
2025-03-18 09:26:42+00:00,5.0,5.0,2.5,5.0,1419.0,1419.0,1419.0,1419.0
2025-03-18 09:26:59+00:00,6.0,8.0,4.8,5.0,1429.0,1429.0,1429.0,1429.0
2025-03-18 09:27:15+00:00,5.0,4.0,2.0,5.0,1439.0,1439.0,1439.0,1439.0
2025-03-18 09:27:32+00:00,6.0,6.0,3.6,7.0,1449.0,1449.0,1449.0,1449.0
2025-03-18 09:27:48+00:00,7.0,6.0,4.2,4.0,1459.0,1459.0,1459.0,1459.0
2025-03-18 09:28:05+00:00,5.0,5.0,2.5,5.0,1469.0,1469.0,1469.0,1469.0
2025-03-18 09:28:21+00:00,5.0,5.0,2.5,5.0,1479.0,1479.0,1479.0,1479.0
2025-03-18 09:28:38+00:00,3.0,5.0,1.5,3.0,1489.0,1489.0,1489.0,1489.0
2025-03-18 09:28:54+00:00,3.0,4.0,1.2,6.0,1499.0,1499.0,1499.0,1499.0
2025-03-18 09:29:11+00:00,7.0,5.0,3.5,5.0,1509.0,1509.0,1509.0,1509.0
2025-03-18 09:29:28+00:00,6.0,7.0,4.2,4.0,1519.0,1519.0,1519.0,1519.0
2025-03-18 09:29:44+00:00,5.0,4.0,2.0,6.0,1529.0,1529.0,1529.0,1529.0
2025-03-18 09:30:01+00:00,4.0,5.0,2.0,6.0,1539.0,1539.0,1539.0,1539.0
2025-03-18 09:30:17+00:00,6.0,4.0,2.4,6.0,1549.0,1549.0,1549.0,1549.0
2025-03-18 09:30:34+00:00,4.0,8.0,3.2,6.0,1559.0,1559.0,1559.0,1559.0
2025-03-18 09:30:50+00:00,3.0,7.0,2.1,4.0,1569.0,1569.0,1569.0,1569.0
2025-03-18 09:31:07+00:00,6.0,4.0,2.4,4.0,1579.0,1579.0,1579.0,1579.0
2025-03-18 09:31:23+00:00,4.0,6.0,2.4,5.0,1589.0,1589.0,1589.0,1589.0
2025-03-18 09:31:40+00:00,6.0,5.0,3.0,9.0,1599.0,1599.0,1599.0,1599.0
2025-03-18 09:31:56+00:00,6.0,5.0,3.0,3.0,1609.0,1609.0,1609.0,1609.0
2025-03-18 09:32:13+00:00,7.0,6.0,4.2,5.0,1619.0,1619.0,1619.0,1619.0
2025-03-18 09:32:29+00:00,6.0,5.0,3.0,3.0,1629.0,1629.0,1629.0,1629.0
2025-03-18 09:32:46+00:00,4.0,9.0,3.6,4.0,1639.0,1639.0,1639.0,1639.0
2025-03-18 09:33:03+00:00,4.0,3.0,1.2,7.0,1649.0,1649.0,1649.0,1649.0
2025-03-18 09:33:19+00:00,5.0,4.0,2.0,6.0,1659.0,1659.0,1659.0,1659.0
2025-03-18 09:33:36+00:00,8.0,4.0,3.2,5.0,1669.0,1669.0,1669.0,1669.0
2025-03-18 09:33:52+00:00,8.0,3.0,2.4,3.0,1679.0,1679.0,1679.0,1679.0
2025-03-18 09:34:09+00:00,5.0,3.0,1.5,5.0,1689.0,1689.0,1689.0,1689.0
2025-03-18 09:34:25+00:00,5.0,3.0,1.5,8.0,1699.0,1699.0,1699.0,1699.0
2025-03-18 09:34:42+00:00,7.0,5.0,3.5,7.0,1709.0,1709.0,1709.0,1709.0
2025-03-18 09:34:58+00:00,7.0,4.0,2.8,5.0,1719.0,1719.0,1719.0,1719.0
2025-03-18 09:35:15+00:00,8.0,5.0,4.0,5.0,1729.0,1729.0,1729.0,1729.0
2025-03-18 09:35:32+00:00,4.0,4.0,1.6,6.0,1739.0,1739.0,1739.0,1739.0
2025-03-18 09:35:48+00:00,5.0,7.0,3.5,5.0,1749.0,1749.0,1749.0,1749.0
2025-03-18 09:36:05+00:00,7.0,7.0,4.9,6.0,1759.0,1759.0,1759.0,1759.0
2025-03-18 09:36:21+00:00,4.0,8.0,3.2,5.0,1769.0,1769.0,1769.0,1769.0
2025-03-18 09:36:38+00:00,6.0,4.0,2.4,5.0,1779.0,1779.0,1779.0,1779.0
2025-03-18 09:36:54+00:00,5.0,7.0,3.5,4.0,1789.0,1789.0,1789.0,1789.0
2025-03-18 09:37:11+00:00,8.0,3.0,2.4,3.0,1799.0,1799.0,1799.0,1799.0
2025-03-18 09:37:27+00:00,5.0,4.0,2.0,5.0,1809.0,1809.0,1809.0,1809.0
2025-03-18 09:37:44+00:00,9.0,3.0,2.7,5.0,1819.0,1819.0,1819.0,1819.0
2025-03-18 09:38:00+00:00,4.0,8.0,3.2,3.0,1829.0,1829.0,1829.0,1829.0
2025-03-18 09:38:17+00:00,8.0,5.0,4.0,5.0,1839.0,1839.0,1839.0,1839.0
2025-03-18 09:38:34+00:00,3.0,8.0,2.4,3.0,1849.0,1849.0,1849.0,1849.0
2025-03-18 09:38:50+00:00,3.0,4.0,1.2,5.0,1859.0,1859.0,1859.0,1859.0
2025-03-18 09:39:07+00:00,7.0,5.0,3.5,4.0,1869.0,1869.0,1869.0,1869.0
2025-03-18 09:39:23+00:00,3.0,4.0,1.2,6.0,1879.0,1879.0,1879.0,1879.0
2025-03-18 09:39:40+00:00,4.0,7.0,2.8,7.0,1889.0,1889.0,1889.0,1889.0
2025-03-18 09:39:57+00:00,7.0,4.0,2.8,5.0,1899.0,1899.0,1899.0,1899.0
2025-03-18 09:40:13+00:00,4.0,7.0,2.8,4.0,1909.0,1909.0,1909.0,1909.0
2025-03-18 09:40:30+00:00,5.0,4.0,2.0,3.0,1919.0,1919.0,1919.0,1919.0
2025-03-18 09:40:46+00:00,4.0,3.0,1.2,5.0,1929.0,1929.0,1929.0,1929.0
2025-03-18 09:41:03+00:00,6.0,4.0,2.4,4.0,1939.0,1939.0,1939.0,1939.0
2025-03-18 09:41:19+00:00,4.0,6.0,2.4,3.0,1949.0,1949.0,1949.0,1949.0
2025-03-18 09:41:36+00:00,6.0,4.0,2.4,5.0,1959.0,1959.0,1959.0,1959.0
2025-03-18 09:41:52+00:00,4.0,7.0,2.8,6.0,1969.0,1969.0,1969.0,1969.0
2025-03-18 09:42:09+00:00,6.0,6.0,3.6,5.0,1979.0,1979.0,1979.0,1979.0
2025-03-18 09:42:25+00:00,3.0,4.0,1.2,4.0,1989.0,1989.0,1989.0,1989.0
2025-03-18 09:42:42+00:00,4.0,4.0,1.6,5.0,1999.0,1999.0,1999.0,1999.0
2025-03-18 09:42:58+00:00,6.0,6.0,3.6,4.0,2009.0,2009.0,2009.0,2009.0
2025-03-18 09:43:15+00:00,4.0,6.0,2.4,3.0,2019.0,2019.0,2019.0,2019.0
2025-03-18 09:43:31+00:00,3.0,4.0,1.2,5.0,2029.0,2029.0,2029.0,2029.0
2025-03-18 09:43:48+00:00,3.0,7.0,2.1,6.0,2039.0,2039.0,2039.0,2039.0
2025-03-18 09:44:05+00:00,3.0,4.0,1.2,5.0,2049.0,2049.0,2049.0,2049.0
2025-03-18 09:44:21+00:00,5.0,7.0,3.5,4.0,2059.0,2059.0,2059.0,2059.0
2025-03-18 09:44:38+00:00,3.0,4.0,1.2,5.0,2069.0,2069.0,2069.0,2069.0
2025-03-18 09:44:54+00:00,5.0,4.0,2.0,5.0,2079.0,2079.0,2079.0,2079.0
2025-03-18 09:45:11+00:00,5.0,5.0,2.5,5.0,2089.0,2089.0,2089.0,2089.0
2025-03-18 09:45:27+00:00,3.0,5.0,1.5,4.0,2099.0,2099.0,2099.0,2099.0
2025-03-18 09:45:44+00:00,6.0,4.0,2.4,3.0,2109.0,2109.0,2109.0,2109.0
2025-03-18 09:46:00+00:00,4.0,4.0,1.6,5.0,2119.0,2119.0,2119.0,2119.0
2025-03-18 09:46:15+00:00,8.0,5.0,4.0,4.0,2128.0,2128.0,2128.0,2128.0
2025-03-18 09:46:31+00:00,5.0,5.0,2.5,4.0,2137.0,2137.0,2137.0,2137.0
2025-03-18 09:46:47+00:00,4.0,6.0,2.4,4.0,2146.0,2146.0,2146.0,2146.0
2025-03-18 09:47:03+00:00,4.0,4.0,1.6,6.0,2156.0,2156.0,2156.0,2156.0
2025-03-18 09:47:20+00:00,7.0,4.0,2.8,3.0,2166.0,2166.0,2166.0,2166.0
2025-03-18 09:47:36+00:00,3.0,5.0,1.5,6.0,2176.0,2176.0,2176.0,2176.0
2025-03-18 09:47:53+00:00,6.0,4.0,2.4,5.0,2186.0,2186.0,2186.0,2186.0
2025-03-18 09:48:08+00:00,4.0,4.0,1.6,6.0,2195.0,2195.0,2195.0,2195.0
2025-03-18 09:48:24+00:00,3.0,4.0,1.2,5.0,2205.0,2205.0,2205.0,2205.0
2025-03-18 09:48:41+00:00,3.0,6.0,1.8,5.0,2215.0,2215.0,2215.0,2215.0
2025-03-18 09:48:57+00:00,4.0,4.0,1.6,3.0,2225.0,2225.0,2225.0,2225.0
2025-03-18 09:49:14+00:00,4.0,7.0,2.8,6.0,2235.0,2235.0,2235.0,2235.0
2025-03-18 09:49:30+00:00,6.0,4.0,2.4,5.0,2245.0,2245.0,2245.0,2245.0
2025-03-18 09:49:47+00:00,3.0,4.0,1.2,5.0,2255.0,2255.0,2255.0,2255.0
2025-03-18 09:50:03+00:00,4.0,5.0,2.0,6.0,2265.0,2265.0,2265.0,2265.0
2025-03-18 09:50:20+00:00,3.0,7.0,2.1,7.0,2275.0,2275.0,2275.0,2275.0
2025-03-18 09:50:35+00:00,5.0,3.0,1.5,5.0,2284.0,2284.0,2284.0,2284.0
2025-03-18 09:50:52+00:00,7.0,5.0,3.5,4.0,2294.0,2294.0,2294.0,2294.0
2025-03-18 09:51:08+00:00,6.0,5.0,3.0,4.0,2304.0,2304.0,2304.0,2304.0
2025-03-18 09:51:25+00:00,4.0,4.0,1.6,5.0,2314.0,2314.0,2314.0,2314.0
2025-03-18 09:51:41+00:00,4.0,8.0,3.2,3.0,2324.0,2324.0,2324.0,2324.0
2025-03-18 09:51:58+00:00,4.0,4.0,1.6,5.0,2334.0,2334.0,2334.0,2334.0
2025-03-18 09:52:14+00:00,5.0,4.0,2.0,3.0,2344.0,2344.0,2344.0,2344.0
2025-03-18 09:52:31+00:00,4.0,6.0,2.4,3.0,2354.0,2354.0,2354.0,2354.0
2025-03-18 09:52:47+00:00,5.0,3.0,1.5,7.0,2364.0,2364.0,2364.0,2364.0
2025-03-18 09:53:04+00:00,5.0,6.0,3.0,5.0,2374.0,2374.0,2374.0,2374.0
2025-03-18 09:53:20+00:00,4.0,6.0,2.4,4.0,2384.0,2384.0,2384.0,2384.0
2025-03-18 09:53:36+00:00,6.0,6.0,3.6,5.0,2393.0,2393.0,2393.0,2393.0
2025-03-18 09:53:52+00:00,5.0,4.0,2.0,3.0,2403.0,2403.0,2403.0,2403.0
2025-03-18 09:54:09+00:00,5.0,5.0,2.5,4.0,2413.0,2413.0,2413.0,2413.0
2025-03-18 09:54:25+00:00,4.0,5.0,2.0,5.0,2423.0,2423.0,2423.0,2423.0
2025-03-18 09:54:42+00:00,4.0,7.0,2.8,6.0,2433.0,2433.0,2433.0,2433.0
2025-03-18 09:54:58+00:00,5.0,4.0,2.0,3.0,2443.0,2443.0,2443.0,2443.0
2025-03-18 09:55:15+00:00,4.0,4.0,1.6,3.0,2453.0,2453.0,2453.0,2453.0
2025-03-18 09:55:31+00:00,4.0,4.0,1.6,4.0,2463.0,2463.0,2463.0,2463.0
2025-03-18 09:55:47+00:00,4.0,3.0,1.2,6.0,2472.0,2472.0,2472.0,2472.0
2025-03-18 09:56:03+00:00,4.0,6.0,2.4,4.0,2482.0,2482.0,2482.0,2482.0
2025-03-18 09:56:20+00:00,5.0,6.0,3.0,6.0,2492.0,2492.0,2492.0,2492.0
2025-03-18 09:56:36+00:00,5.0,6.0,3.0,4.0,2502.0,2502.0,2502.0,2502.0
2025-03-18 09:56:53+00:00,4.0,7.0,2.8,4.0,2512.0,2512.0,2512.0,2512.0
2025-03-18 09:57:09+00:00,7.0,7.0,4.9,6.0,2522.0,2522.0,2522.0,2522.0
2025-03-18 09:57:26+00:00,8.0,7.0,5.6,5.0,2532.0,2532.0,2532.0,2532.0
2025-03-18 09:57:42+00:00,4.0,4.0,1.6,6.0,2542.0,2542.0,2542.0,2542.0
2025-03-18 09:57:59+00:00,4.0,5.0,2.0,5.0,2552.0,2552.0,2552.0,2552.0
2025-03-18 09:58:15+00:00,7.0,4.0,2.8,3.0,2562.0,2562.0,2562.0,2562.0
2025-03-18 09:58:32+00:00,5.0,6.0,3.0,4.0,2572.0,2572.0,2572.0,2572.0
2025-03-18 09:58:48+00:00,8.0,3.0,2.4,3.0,2582.0,2582.0,2582.0,2582.0
2025-03-18 09:59:05+00:00,4.0,5.0,2.0,6.0,2592.0,2592.0,2592.0,2592.0
2025-03-18 09:59:21+00:00,4.0,4.0,1.6,4.0,2602.0,2602.0,2602.0,2602.0
2025-03-18 09:59:38+00:00,6.0,3.0,1.8,5.0,2612.0,2612.0,2612.0,2612.0
2025-03-18 09:59:54+00:00,5.0,6.0,3.0,4.0,2622.0,2622.0,2622.0,2622.0
2025-03-18 10:00:11+00:00,3.0,4.0,1.2,6.0,2632.0,2632.0,2632.0,2632.0
2025-03-18 10:00:28+00:00,6.0,4.0,2.4,4.0,2642.0,2642.0,2642.0,2642.0
2025-03-18 10:00:44+00:00,4.0,5.0,2.0,7.0,2652.0,2652.0,2652.0,2652.0
2025-03-18 10:01:01+00:00,6.0,7.0,4.2,4.0,2662.0,2662.0,2662.0,2662.0
2025-03-18 10:01:17+00:00,6.0,3.0,1.8,7.0,2672.0,2672.0,2672.0,2672.0
2025-03-18 10:01:34+00:00,7.0,4.0,2.8,6.0,2682.0,2682.0,2682.0,2682.0
2025-03-18 10:01:49+00:00,6.0,6.0,3.6,5.0,2688.0,2688.0,2688.0,2688.0
2025-03-18 10:02:05+00:00,5.0,6.0,3.0,4.0,2697.0,2697.0,2697.0,2697.0
2025-03-18 10:02:20+00:00,4.0,4.0,1.6,7.0,2704.0,2704.0,2704.0,2704.0
2025-03-18 10:02:40+00:00,4.0,7.0,2.8,4.0,2711.0,2711.0,2711.0,2711.0
2025-03-18 10:02:56+00:00,4.0,4.0,1.6,7.0,2718.0,2718.0,2718.0,2718.0
2025-03-18 10:03:12+00:00,4.0,4.0,1.6,5.0,2722.0,2722.0,2722.0,2722.0
2025-03-18 10:03:29+00:00,5.0,6.0,3.0,5.0,2729.0,2729.0,2729.0,2729.0
2025-03-18 10:03:45+00:00,7.0,4.0,2.8,6.0,2733.0,2733.0,2733.0,2733.0
2025-03-18 10:04:02+00:00,4.0,4.0,1.6,3.0,2740.0,2740.0,2740.0,2740.0
2025-03-18 10:04:20+00:00,4.0,3.0,1.2,4.0,2747.0,2747.0,2747.0,2747.0
2025-03-18 10:04:36+00:00,6.0,6.0,3.6,4.0,2754.0,2754.0,2754.0,2754.0
2025-03-18 10:04:52+00:00,3.0,5.0,1.5,3.0,2762.0,2762.0,2762.0,2762.0
2025-03-18 10:05:10+00:00,4.0,4.0,1.6,5.0,2770.0,2770.0,2770.0,2770.0
2025-03-18 10:05:26+00:00,6.0,5.0,3.0,4.0,2773.0,2773.0,2773.0,2773.0
2025-03-18 10:05:47+00:00,6.0,6.0,3.6,4.0,0.0,0.0,0.0,0.0
2025-03-18 10:06:02+00:00,5.0,6.0,3.0,4.0,8.0,8.0,8.0,8.0
2025-03-18 10:06:18+00:00,4.0,4.0,1.6,5.0,16.0,16.0,16.0,16.0
2025-03-18 10:06:36+00:00,5.0,6.0,3.0,3.0,22.0,22.0,22.0,22.0
2025-03-18 10:06:52+00:00,4.0,3.0,1.2,7.0,27.0,27.0,27.0,27.0
2025-03-18 10:07:08+00:00,6.0,3.0,1.8,4.0,32.0,32.0,32.0,32.0
2025-03-18 10:07:25+00:00,7.0,3.0,2.1,3.0,37.0,37.0,37.0,37.0
2025-03-18 10:07:41+00:00,6.0,7.0,4.2,4.0,40.0,40.0,40.0,40.0
2025-03-18 10:07:56+00:00,6.0,4.0,2.4,4.0,45.0,45.0,45.0,45.0
2025-03-18 10:08:12+00:00,4.0,3.0,1.2,6.0,54.0,54.0,54.0,54.0
2025-03-18 10:08:28+00:00,6.0,4.0,2.4,3.0,64.0,64.0,64.0,64.0
2025-03-18 10:08:43+00:00,8.0,3.0,2.4,5.0,73.0,73.0,73.0,73.0
2025-03-18 10:09:03+00:00,5.0,5.0,2.5,3.0,81.0,81.0,81.0,81.0
2025-03-18 10:09:18+00:00,4.0,4.0,1.6,3.0,89.0,89.0,89.0,89.0
2025-03-18 10:09:34+00:00,5.0,5.0,2.5,4.0,96.0,96.0,96.0,96.0
2025-03-18 10:09:50+00:00,4.0,5.0,2.0,3.0,106.0,106.0,106.0,106.0
2025-03-18 10:10:07+00:00,5.0,5.0,2.5,5.0,116.0,116.0,116.0,116.0
2025-03-18 10:10:22+00:00,7.0,3.0,2.1,4.0,125.0,125.0,125.0,125.0
2025-03-18 10:10:38+00:00,6.0,5.0,3.0,7.0,135.0,135.0,135.0,135.0
2025-03-18 10:10:55+00:00,5.0,4.0,2.0,3.0,145.0,145.0,145.0,145.0
2025-03-18 10:11:11+00:00,6.0,4.0,2.4,4.0,155.0,155.0,155.0,155.0
2025-03-18 10:11:28+00:00,4.0,3.0,1.2,7.0,165.0,165.0,165.0,165.0
2025-03-18 10:11:44+00:00,5.0,3.0,1.5,3.0,175.0,175.0,175.0,175.0
2025-03-18 10:12:01+00:00,6.0,3.0,1.8,5.0,185.0,185.0,185.0,185.0
2025-03-18 10:12:17+00:00,4.0,4.0,1.6,3.0,195.0,195.0,195.0,195.0
2025-03-18 10:12:34+00:00,4.0,3.0,1.2,7.0,205.0,205.0,205.0,205.0
2025-03-18 10:12:50+00:00,4.0,4.0,1.6,6.0,215.0,215.0,215.0,215.0
2025-03-18 10:13:07+00:00,5.0,4.0,2.0,4.0,225.0,225.0,225.0,225.0
2025-03-18 10:13:24+00:00,5.0,4.0,2.0,3.0,235.0,235.0,235.0,235.0
2025-03-18 10:13:40+00:00,5.0,7.0,3.5,3.0,245.0,245.0,245.0,245.0
2025-03-18 10:13:57+00:00,5.0,5.0,2.5,6.0,255.0,255.0,255.0,255.0
2025-03-18 10:14:13+00:00,4.0,3.0,1.2,5.0,265.0,265.0,265.0,265.0
2025-03-18 10:14:30+00:00,4.0,5.0,2.0,3.0,275.0,275.0,275.0,275.0
2025-03-18 10:14:46+00:00,8.0,3.0,2.4,6.0,285.0,285.0,285.0,285.0
2025-03-18 10:15:03+00:00,6.0,4.0,2.4,2.0,295.0,295.0,295.0,295.0
2025-03-18 10:15:20+00:00,4.0,6.0,2.4,6.0,305.0,305.0,305.0,305.0
2025-03-18 10:15:36+00:00,7.0,4.0,2.8,4.0,315.0,315.0,315.0,315.0
2025-03-18 10:15:53+00:00,5.0,3.0,1.5,6.0,325.0,325.0,325.0,325.0
2025-03-18 10:16:09+00:00,4.0,4.0,1.6,7.0,335.0,335.0,335.0,335.0
2025-03-18 10:16:26+00:00,4.0,2.0,0.8,9.0,345.0,345.0,345.0,345.0
